Pgroup	Pname
CHEMISTRY	PATYCZKI HIG MEA SZT
DRINK_JUICE	NAP TYMBARK ASEPTIC POM BRZOSK
DRINK_JUICE	NAP ENERG ROCKSTAR PUSZKA
SWEETS	CIASTKA PALUSZKI MALINA
TABLETS	TABLETKI HERBITUSSIN KASZEL GARDLO
ICE_CREAMS_FROZEN	SZPINAK MROZONY
DAIRY_CHESSE	SER SALAMI WOSK SREM
DAIRY_CHESSE	JOGURT JOVI DUET
DAIRY_CHESSE	BAKOMA OLEJ RZEPAKOWY
CHEMISTRY	PLUKANIA ELEGANCE PERFUM
ICE_CREAMS_FROZEN	LODY MAXX POP
SWEETS	CUKIERKI PUDROWE LUZ
VEGETABLES	SKORUPKA OGORKI KONSERWOWE
CHEMISTRY	TYTAN ZIELONY
CHEMISTRY	MYD LUKSJA KOSTCE CREMY
DAIRY_CHESSE	HOCHL SALAMI
MEAT	KIE BASKI PYSZNE
DAIRY_CHESSE	SEREK HEJ TRUSKAWKA
GENERAL_FOOD	KREM LAKOMCIA CZEK ORZECH
GENERAL_FOOD	SMALEC CZYSTY
KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH	PIWO PERLA EKSPORT BUT BEZZWROTNA
GENERAL_FOOD	WIN ROSOL DROBIOWY
SWEETS	BATON NESQUIK DELIC
GENERAL	KNORR SOS SALATKOWY OGRODOWY
ICE_CREAMS_FROZEN	LODY CHOCKOBERRY
VODKA_ALCOHOL	WODKA ABSOLWENT
BEER	PIWO TATRA PILS PUSZKA
GENERAL_FOOD	VEGETA
VEGETABLES	SKORUPKA OGORKI KONSERWOWE
CHEMISTRY	PODPASKI NATURELLA MAX
CIGARETTES	PAP MARLBORO RED MIEKK
VEGETABLES	SMAK MAK SUROWKA TRIO
GENERAL_FOOD	OET BUDYN SLODKA CHWILA WANILIA
GENERAL_FOOD	WIN SOS PIECZENIOWY JASNY
SWEETS	CUKIERKI PUDROWE LUZ
SPICES	GALEO MAJERANEK
ICE_CREAMS_FROZEN	JOGURT ZOTT SERDUSZKO
DAIRY_CHESSE	GOS MLEKO ZAGESZCZ SLODZONE
ICE_CREAMS_FROZEN	BARSZCZ UKRAINSKI NORDIS
DRINK_JUICE	WODA ZYWIEC NIE GAZ
SWEETS	PALUSZKI BESK
CIGARETTES	PAP MINT
DRINK_JUICE	WODA KROPLA BESKIDU
SWEETS	PILKA PUCHAR CUKIERKAMI
DAIRY_CHESSE	GULASZ ANGIELSKI PODLASKI
BEER	PIWO WOJAK BUTELKA JASNE
BEER	PIWO TYSKIE BUTELKA
CIGARETTES	PAP LUCKY STRIKE BLUE SZT
KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH	FIGURKA MIKOLAJ MALY NEUKIRCH
PET'S FOOD	KARMA PSA RAFI OWINA PUSZK
CHEWING_GUM_LOLIPOPS	GUMA ORBIT WHIT TOREBKA FRESH
GROATS_RICE_PASTA	MAKA TORTOWA BASIA
CHEMISTRY	PERSIL COLD
DAIRY_CHESSE	CHRUPKI KUKURYDZIANE
DRINK_JUICE	PUDL SOK POMIDOROWY
DRINK_JUICE	HELLENA POMARANCZOWY
GENERAL	RACUCHY GRZESKOWIAK
CANNED_PATE	PROFI PASZTET PAPRYKA
DRINK_JUICE	FRUGO CZARNE PET
CHEMISTRY	PERSIL COLD
COFFEE TEA	HERBATA EXP AKBAR
WINE_ALCOHOL 18%	WINO CIN CIN BIANCO
BEER	PIWO FOX PUSZKA MOCNE
KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH	PROSZEK PIECZ CYKORIA
VODKA_ALCOHOL	WODKA WALET
SPICES	GALEO MAJERANEK
DAIRY_CHESSE	BAKOMA SMIET SPRAY
DRINK_JUICE	NAP TYMBARK POM BRZOSK
DRINK_JUICE	WODA ZYWIEC GAZ TRUSKA
MEAT	KIE BASA MYSLIWSKA
ICE_CREAMS_FROZEN	LODY MILKA ALMO
SWEETS	PETITKI LUBISIE CZEK
CHEMISTRY	KONTOMIERZ
ICE_CREAMS_FROZEN	ZAPIEKANKA PIECZARKAMI
SPICES	KNOR ROSOL KURY KOSTKI
DRINK_JUICE	NAP HORTEX GREJPFRUT
SWEETS	MILKA COLLAGE
CHIPS_FLAKES	PALUSZKI BESKIDZKIE SER CEBULA
BREAD	SKUBANIEC FOREMKA
GENERAL_FOOD	CYKORIA KALENDRA
ICE_CREAMS_FROZEN	LODY ZAPP ALGIDA
GENERAL_FOOD	WIN ROSOL WOLOWY
DAIRY_CHESSE	GOS TWAROG POLTLUSTY CHUDY LUZ
CHEMISTRY	LUKSJA ZAPAS
TABLETS	VITAFIZZ MULTIVITAMINA
SWEETS	GOPL CZEKOLADA MLECZNA
CHEMISTRY	SCIERKI UNIWERSALNE
DAIRY_CHESSE	SER MLEKPOL GOUDA PLASTRY
SWEETS	JAJKO NIESPODZIANKA
DAIRY_CHESSE	SMIETANKA KAWT MLECZ ZAG
DAIRY_CHESSE	DESER JANA CZEKOLADOWY
ICE_CREAMS_FROZEN	LODY JAK DAWNIEJ CZEK BELGIJSKA
DAIRY_CHESSE	LACIATY NATURALNE
CHEMISTRY	BREF FORMULA LEMON
GROATS_RICE_PASTA	MAK LUBELLA FALA
SWEETS	AMELIA PIANKA CYTRYNA
CIGARETTES	CYGARETKI MINI SZT BLU
DRINK_JUICE	NAP AQA GAZ CYTRYNA
BEER	PIWO DEBOWE MOCNE BUTELKA
GENERAL	FRYTKI SUPER
SWEETS	BATON IKAR XXL WAWEL
CHEMISTRY	WORKI SMIECI SZT
CHEMISTRY	ZMYWACZ PAZNOKCI
KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH	HERBATNIKI FAMILIJNE KRUCHE CUK
SWEETS	WEDEL PAWELEK KAFFE LATTE
CHEMISTRY	PAPIER TOALETOWY ALMUSSO SZT
GENERAL_FOOD	SKORUPKA SALATKA WARZYWNA
SPICES	KNORR PRZYPRAWA ZLOTY KURCZAK
CHEMISTRY	LUDWIK MLECZKO CZYSZCZENIA
VEGETABLES	KAPUSTA CZERWONA
CIGARETTES	PAP WEST
DAIRY_CHESSE	MAR DELMA EXTRA SOLA
COOKIES_BULK	CUKIERKI CZEKOLADKI KROWKA LUZ
SOCKS_THIGHTS	RAJSTOPY DEN INEZ
CANNED_PATE	SZYNKA MAJERANKIEM DROSED
DAIRY_CHESSE	GOS TWAROG POLTLUSTY CHUDY LUZ
ICE_CREAMS_FROZEN	ZUPA OGORKOWA
ICE_CREAMS_FROZEN	LODY ROZEK MIX
ICE_CREAMS_FROZEN	LODY ROZEK MIX
VODKA_ALCOHOL	WODKA LUKSUSOWA
SWEETS	CUKIERKI JOJO PIANKA ZAKRECONE NEST
CHEMISTRY	GOLARKA WILKINSON XTREME
ICE_CREAMS_FROZEN	LODY ROLADA KORAL SMOAK
SWEETS	GOPL CZEKOLADA MLECZNA
CANNED_PATE	PASZTET FIRMOWY LAUR KONSERWA
FISH	FILETY SLEDZIOWE OPIEKANE
COOKIES_BULK	CIAST KOWOLKI POLEWIE
CHEMISTRY	TOREBKA
DRINK_JUICE	KUBUS WOTER MIETA
CHIPS_FLAKES	LAYS ZIELONA CEBULA
DAIRY_CHESSE	SEREK WIEJSKI LAKTOZY MLEKOWITA
GENERAL	SEKACZ ADVOKAT
DRINK_JUICE	NAP COCA COLA
CHEMISTRY	PAPIER TOALETOWY MEA BIA SZT
MEAT	KIELBASA WINERKI
COOKIES_BULK	CUKIERKI KROWKA WAWEL SOLIDARNOSC
GROATS_RICE_PASTA	MAKA WROCLAWSKA ZLOTY LAN TYP
OCCASIONAL	LAURKA OKOLICZNOSCIOWA
ICE_CREAMS_FROZEN	FRYTKI KULECZKI ZIEMNIACZANE AVIKO
SWEETS	ZELKI NIM MLEKODUSZKI
CHEMISTRY	BIALY JELEN SZAMPON
DRINK_JUICE	WODA ZYWIEC LIMON GAZ
CHIPS_FLAKES	LAYS PAPRYKA KARBOWANA
DRINK_JUICE	NAP HOOP GAZ POMARANCZ
BEER	PIWO SAMERSBY ERDEFLOWER
VEGETABLES	CHRZAN
VODKA_ALCOHOL	NAP SPIR GREJPFRUTOWA
GENERAL_FOOD	SERDELKI DROBIEM
DAIRY_CHESSE	SEREK WIEJSKI PIATNICA SZCZYPIORKIEM
DRINK_JUICE	NAP TYMBARK POM BRZOSK
DRINK_JUICE	PIWO LECH FREE BUT
WINE_ALCOHOL 18%	SZAMPAN DORATO ROZOWE SLODKIE
DAIRY_CHESSE	POEZJA DESER TRUSKAWKA
DAIRY_CHESSE	SER FAVITA
CHEMISTRY	PLUKANIA KONC
BEER	PIWO SOMERSBY WOTERMELON PUSZKA
GENERAL	MLEKO KOKOSOWE CZEKOLADA
FISH	FILETY MAKRELI OLEJU FALA
VEGETABLES	CZERESNIE
GROATS_RICE_PASTA	MAKARON POL MLYN NITKA DURUM
GENERAL	CIASTKA KRAKUSKI DESEROWE CUKREM
SOCKS_THIGHTS	RAJSTOPY DEN INEZ
CHEMISTRY	BLOK RYSUNKOWY KOLOR
GENERAL	KNORR GULASZOWA MAKARONEM
CIGARETTES	PAP MARLLBORO RED
GENERAL_FOOD	LUKIER KOLOR
GENERAL	SMAK MAK SURŁWKA KOPERKOWA
GENERAL_FOOD	GRZESKI ORZECH
DRINK_JUICE	WODA ZYWIEC CYTRYNA
GENERAL_FOOD	GALARETKA TRUS GELLWE
CHEMISTRY	PAPIER PIECZENIA
BEER	PIWO PRAZUBR NIEP
DAIRY_CHESSE	MAR SMAKOWITA
CIGARETTES	PAP PAL MAL LINK BLU
GENERAL_FOOD	WIN POMYSL RYBE SOS KOPERKOWY
ICE_CREAMS_FROZEN	LODY BIG MILK JOGURT
ICE_CREAMS_FROZEN	LODY GRAND GOLD ORANGE
SWEETS	LIZAK ZELOWY HORROR
VODKA_ALCOHOL	WODKA STOCK
EGGS	JAJA LIPOWCZYK SZT
GROATS_RICE_PASTA	RYZ SARITA BIALY DLUGOZIAR KAR
CIGARETTES	PAP BLACK
GROATS_RICE_PASTA	WAFLE SUNNY CEBULA
BEER	PIWO TYSKIE BUTELKA
CHIPS_FLAKES	CHRUPKI TRUSKAWKOWE
GENERAL_FOOD	KNORR OGORKOWA GRZANKAMI
COFFEE TEA	HERB MINUTKA TOR EXPRES
DRINK_JUICE	CAPPY MULTIWITAMIN
KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH	WIN SOS TATARSKI
GENERAL	SMAK MAK PIEROGI SEREM
CIGARETTES	PAP LINK MINT
DRINK_JUICE	NAP FANTA GAZ
GROATS_RICE_PASTA	MAKA KRUPCZATKA ZLOTY LAN TYP
CHEWING_GUM_LOLIPOPS	GUMA AIRWAVES PORZECZKA DRAZE
ICE_CREAMS_FROZEN	ZUPA WIOSENNA NORDIS
TABLETS	TABLETKI IBUPROM TAB SPRINT
CANNED_PATE	PIEROGI SEREM OWOC TACKA
VEGETABLES	ZIEMNIAKI
CHEMISTRY	MYDLO LUKSJA COTTON
SOCKS_THIGHTS	PODKOLANOWKI PARY
DRINK_JUICE	NAP LEON JAB CYTR BANAN
KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH	NAP TYMBARK JABL ARBUZOWY
GROATS_RICE_PASTA	MAKA ZIEMNIACZANA
CIGARETTES	PAP BLUE
GROATS_RICE_PASTA	RYZ SONKO PARABOLICZNY
CHEMISTRY	TAFT CZARNY
CHEWING_GUM_LOLIPOPS	ZABAWKA UFO CUKIERKAMI
COFFEE TEA	KAWA INKA KARTON
DRINK_JUICE	NAP TYMBARK JAB BRZOSK
SWEETS	LODY CADENZA
KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH	JAJKO NIESPODZIANKA FERRERO
VODKA_ALCOHOL	NAP SPIR CYTRYNOWKA
CIGARETTES	WODA AQA GAZ
GENERAL_FOOD	SMALEC WIEPRZOWY JAGI
SWEETS	PREZERWATYWA
OILS	PROFI PASZTET PIKANTNY
CHEMISTRY	BAMBINO CHUSTECZKI NASACZ SZT
KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH	MUSZTARDA SAREPSKA PEGAZ
SWEETS	CIASTKA KRAKUSKI ZBOZOWE
GENERAL_FOOD	KNORR FIX SPAGH SERY
VEGETABLES	FASOLA ZŁLTA
CIGARETTES	PAP BLU
DAIRY_CHESSE	SMALEC KOSTKA AGI
DAIRY_CHESSE	BAKOMA POLSKIE SMAKI WISNIA
OCCASIONAL	KLEJ MAGICZNY TUBA
CANNED_PATE	FASOLA BIALA DAWTONA
VODKA_ALCOHOL	WODKA LUKSUSOWA
GENERAL	PIZZA KEBAB
OCCASIONAL	REKLAMOWKA JEDNORAZOWA
KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH	PROSZEK PIECZ CYKORIA
SPICES	LAYS SOLONE
SWEETS	BOMB MERCI NIEBIES
COFFEE TEA	HER GRANULOW INDYJ CONSUM
GENERAL_FOOD	CYKORIA BUDYN CYTRYNOWY CUKRU
CHEMISTRY	WKLADKI PANTY INTIMA
MEAT	KIE BASA POLSKA WEDZONA
BEER	PIWO LOMZA EXPORT BUT BEZ
BEER	PIWO ZWR
COFFEE TEA	HERBATA POKRZYWA POSTI
ICE_CREAMS_FROZEN	WODA AQA GAZ
CHEMISTRY	ZAROWKA
SWEETS	MILKA CZEKOLADA MLECZNA
DRINK_JUICE	NAP LEMON
DAIRY_CHESSE	SMIETANA MLEKOWITA GESTA
CHEMISTRY	SOMAT TABLETKI SZT
DRINK_JUICE	ZBYSZKO GREJPFRUTY GAZ
DRINK_JUICE	LAURKA
DRINK_JUICE	WODA CISOWIANKA GAZOWANA
DAIRY_CHESSE	KASZKA MANNA MALINA CZARNKOW
DRINK_JUICE	NAP MARTON ORANZADA GAZ
DRINK_JUICE	WODA ZYWIEC DELIKATNIE GAZOWANA
ICE_CREAMS_FROZEN	LODY CHOCKOBERRY
SPICES	FASOLA PIEKNY JAS KROS
DAIRY_CHESSE	SER SALAMI WOSK SREM
SWEETS	LODY CIEPLE SZT
VEGETABLES	ROSZPONKA
MEAT	PAROWKOWA DROBIEM
GENERAL_FOOD	OGORKI MALOSOLNE LUZ
FISH	PASZTET LOSOSIOWY
VODKA_ALCOHOL	WHISKY GRANS
GENERAL	CUKIER TRZCINOWY SASZETKI SZT
COOKIES_BULK	CUKIERKI MIESZ KRAKOWSKA WAWEL
DAIRY_CHESSE	HOCH SER PLASTRY EDAMSKI
KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH	WINO KADARKA SLD BARTEX
CANNED_PATE	PAPRYKARZ SZCZEC AGRICO
CHEWING_GUM_LOLIPOPS	GUMA ORBIT BAG PEPPERMINT
SWEETS	MILKA CZEKOL BUBLY
KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH	MUSZTARDA PIEKIELNNA PEGAZ
DRINK_JUICE	NAP HORTEX GREJPR RUBIN
CIGARETTES	PAP GOLD
OILS	OLEJ LNIANY
SOCKS_THIGHTS	RAJSTOPY DEN INEZ
CHEWING_GUM_LOLIPOPS	GUMA MAMBA
SWEETS	ZELUSIE JUTRZENKA MISKI
OCCASIONAL	BATERIA VARTA LONGLIFE SZT
WINE_ALCOHOL 18%	WINO ISTRA PECH
TABLETS	TABLETKI APAP EXTRA SZT
KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH	HOCHL KANAPKOWY SZYNKA
DRINK_JUICE	WODA AQA CYTRYNA
GENERAL_FOOD	KIELBASA SLASKA
CHEMISTRY	WORKI SMIECI SZT
SPICES	GALEO PAPRYKA OSTRA
VEGETABLES	ZIEMNIAKI
SWEETS	GOPL BATON KAFFE
SPICES	SODA OCZYSZCZONA DELECTA
KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH	MAK LUBELLA KOKARDA
SWEETS	BOMB TOFFI FEE
CIGARETTES	PAP MARLBORO GOLD MIEK
VEGETABLES	SALATA
GENERAL_FOOD	OCET PEGAZ
CIGARETTES	PAP LINK MINT
CIGARETTES	PAP GOLD
CHEMISTRY	ZESZYT SZER LINIE
CHEMISTRY	SWIECZKA BIA SZT
DRINK_JUICE	HELLENA CZARNA PORZECZKA
KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH	SODA OCZYSZCZONA APPETITA
WINE_ALCOHOL 18%	WINO FRESCO ROZOWE
GENERAL	PODGRZYBEK BRUNATNY RONPOL
DRINK_JUICE	NAP GARDEN POMARANCZOWY
MEAT	KIELBASA SEREM KEBAB WIOSENNA
ICE_CREAMS_FROZEN	LODY LULEK MIX BARWIJEZOR
ICE_CREAMS_FROZEN	PIZZA SZYNKAI PIECZARKA
CHEMISTRY	PATYCZKI HIGIENICZNE SZT MEA
SOCKS_THIGHTS	RAJSTOPY STRETCH
BEER	PIWO BRACKIE ZWROT
DRINK_JUICE	WODA PRIMAVERA GRATIS
CHIPS_FLAKES	CHRUPKI KASZA JAGLANA
KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH	WODA ZYWIEC MALINA GAZ
CHEMISTRY	PLYN FAIRY JAB
DRINK_JUICE	NAP VOLCANO COLA LEPSZY SMAK GAZ
BREAD	BULKA SOJOWA
VEGETABLES	ZIOLA DONICZKA SZT
COFFEE TEA	HER GRANULOW INDYJ CONSUM
BEER	PIWO DLA PANA BEZW
DAIRY_CHESSE	SER EDEN GOUDA MORSKI EDEK
SPICES	PRYMAT GALKA MUSZKATOLOWA CALA
BREAD	BAGIETKA
CHIPS_FLAKES	PLATKI CHEERIOS MIODOWE
GENERAL_FOOD	SMALEC WIEPRZOWY JAGI
CIGARETTES	PAP ROTHMANSY CLICK
SWEETS	CIASTKA PALUSZKI WISNIA
SWEETS	CIASTKA HIT WANILIA
CHEWING_GUM_LOLIPOPS	GUMA AIRWAVES PORZECZKA DRAZE
CHEMISTRY	SILAN ORANGE
SWEETS	WEDEL PTASIE MLECZKO CYTRYNA
SWEETS	DELICJE POMARANCZOWE
VEGETABLES	CEBULA WCZESNA
SWEETS	LALECZKA
DAIRY_CHESSE	DESER MONTE WHITE
SWEETS	CIASTKA HIT MILKY
CIGARETTES	PAP PALL MALL RED
SWEETS	PETITKI LUBISIE BANAN
VEGETABLES	CHRZAN
SWEETS	CIASTKA LAKOTKI KAKAO
DAIRY_CHESSE	JOGURT PANA COTTA
GENERAL_FOOD	KAKAO PUCHATEK WITAM
GENERAL_FOOD	VEGETA
BEER	PIWO BOJAN WIELKOP
BREAD	JABLECZ MURZYN JOGURTOWY
DRINK_JUICE	NAP VERONI ACTIVE KARNIT
DRINK_JUICE	NAP BURN PUSZKA COCA COLA
DAIRY_CHESSE	MLEKO SWIEZE SREM
GENERAL_FOOD	PASZTET DROBIOWY DROP
DRINK_JUICE	WODA ZYWIEC CYTRYNA
KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH	KONCENTRAT POMIDOROWY DAWTONA
CHEMISTRY	NOZE SZT
COFFEE TEA	LIPTON TOR
ART._HYGIENIC	TAMPONY BELLA SUPER PLUS
SWEETS	CZEK AMELIA MLECZNA
DAIRY_CHESSE	MLEKO SWIEZE SREM
SPICES	APETTITA CYNAMON
ICE_CREAMS_FROZEN	PORCJA ROSO OWA MROZONA LUZ
GROATS_RICE_PASTA	SOS SPAGHETI SMIET POMID DAWTON
CHIPS_FLAKES	PRAZYNKI SPOKO
ICE_CREAMS_FROZEN	LODY BASALA KUBEK
DRINK_JUICE	ZBYSZKO ORZNZADA CZERW GAZ
GENERAL_FOOD	PAPIER TOALETOWY MEA
ICE_CREAMS_FROZEN	PORCJA ROSO OWA MROZONA LUZ
SWEETS	GOPLANA EXTRA MIETA EXTRA MOCNE
SWEETS	WAFLE GORALKI MLECZNY
SWEETS	WAFLE GORALKI SMAKU WANILIOWYM
DRINK_JUICE	NAP HORTEX POM MANGO
CIGARETTES	PAP CAMEL SUBTLE
DRINK_JUICE	NAP TYMBARK CZRNA PORZECZKA
CHEMISTRY	ODSWIEZACZ ZAPAS
GENERAL_FOOD	AMINO BLYSK GULASZOWA
COFFEE TEA	KAWA TCHIBO FAMILI
SWEETS	ZELKI NIM BOOMBKI MUSS
DAIRY_CHESSE	TWAROG JEZIERZYCKA KROWKA
WINE_ALCOHOL 18%	SZAMPAN SOWIETSKOJE IGRIST
DAIRY_CHESSE	SER MLEKPOL GOUDA PLASTRY
CHEWING_GUM_LOLIPOPS	LIZAK KWIATEK MALY KULKA
GROATS_RICE_PASTA	MAKA KOSZALINSKA STOISLAW
DRINK_JUICE	NAP NAPI JAB WISNIA
GROATS_RICE_PASTA	MAKA ZIEMNIACZANA NIECHLOW
SWEETS	MIESZANKA STUDENCKA
DAIRY_CHESSE	SER MOZZARELLA
CHEMISTRY	PAPIER KOLOR
BREAD	BAGIETKA
ICE_CREAMS_FROZEN	KNEDLE TRUSKAWKOWE
VEGETABLES	WINOGRONO BIALEI ROZOWE
DAIRY_CHESSE	FANTASIA CZEKOLADA
SWEETS	WAFLE GŁRALKI ORZECH
SPICES	GALEO PAPRYKA SLODKA
CHEMISTRY	PROSZEK COLOR
CHEMISTRY	SILAN SENSITIVE
SWEETS	MILKA CZEKOL OREO
CIGARETTES	PAP MARLBORO RED MIEKK
COFFEE TEA	KAWA CAFE PREMIUM
VODKA_ALCOHOL	WODKA CZYSTA LUXE
COFFEE TEA	PRIMA NIEBIESKA
BEER	PIWO ZWR
DAIRY_CHESSE	FANTAZJA LOVE
VODKA_ALCOHOL	NAP SPIR ADKOWA MIETA
BREAD	SUCHARY CUK MAMUT
CHEMISTRY	BREF KULKI BLU AKTIV
DRINK_JUICE	NAP TYMBARK LEMONIADA
CHEMISTRY	BREF KULKI
DRINK_JUICE	WODA ZYWIEC TRUSKAWKA
MEAT	PAROWKOWA FOLI
MEAT	KIELBASA ZWYCZAJNA
DAIRY_CHESSE	GOS MLEKO UHT GOSTYN
LUNCH DINING DISHES	GROSZEK ZIELONY MROZONY
DAIRY_CHESSE	MASLANKA TRUSK MLEKOWITA
LUNCH DINING DISHES	POMIDORY KROJONE PUSZKA SLON OGRŁ
GENERAL_FOOD	FRYTKI KARBOWANE
SWEETS	LIZAK DYNIA
DAIRY_CHESSE	JOGURT NATURALNY
OCCASIONAL	ORANZADKA PROSZKU
MEAT	KIELBASA ZWYCZAJNA
GENERAL_FOOD	TORTILA SZTUKI
BEER	PIWO HARNAS BUTELKA
VEGETABLES	ZIEMNIAKI
CHIPS_FLAKES	CHRUPKI CZEKOLADOWE
SPICES	GALEO PIEPRZ CZARNY MIELONY
VODKA_ALCOHOL	WHISKY BALLANTINES
CHEWING_GUM_LOLIPOPS	GUMA ORBIT PEPERMINT DRAZE
MEAT	METKA CEBULOWA
VODKA_ALCOHOL	NAP SPIR ABSOLWENT POZIOMAKA
CHEWING_GUM_LOLIPOPS	LIZAK KWIATEK MALY KULKA
CHIPS_FLAKES	CHRUPKI CELKA BIS
DAIRY_CHESSE	GOS SMIETANKA GOSTYN
CHEMISTRY	GILLETTE PIANKA GOLENIA
DRINK_JUICE	WLOSZCZYZNA SELER MARCHEW PECZEK
ICE_CREAMS_FROZEN	LODY DRILL
SWEETS	MILKA CZEKOLADA LACIATA
CHEMISTRY	TRAKTOR CUKIERKAMI
SPICES	KAMIS SOL ZIOLOWA
OILS	OLEJ NIEZBEDNY
CHEWING_GUM_LOLIPOPS	GUMA ROLL TATTOO
CIGARETTES	ZAPALKI
CANNED_PATE	PIECZARKI MAR URBANEK
DAIRY_CHESSE	GOS SMIETANKA GOSTYN
GENERAL_FOOD	SZPARAGI ROLNIK ROLMIK
CHEMISTRY	PAPIER TOALETOWY MEA BIALY ROLKI
SWEETS	DROPS HALLS WOTERMELON
SWEETS	AMELIA PIANKA SMIET CZEK
DAIRY_CHESSE	JOGURT JOVI DUET
CANNED_PATE	PROFI PASZTET PIECZARKA
KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH	WODA JURAJSKA GAZ
VODKA_ALCOHOL	WODKA SOBIESKI
GENERAL	SMAK MAK JAJKO SZYNKA GALARECIE
SWEETS	CHRUPKI KUKURYDZIANE OWOCOWE
BREAD	CHLEB MAZOWIECKI
GENERAL	PECZAK KUJAWSKI
COFFEE TEA	KAWA ASTRA MIELONA NISKO DRAZNI
TABLETS	TABLETKI IBUPROM SZT
GROATS_RICE_PASTA	MAK ZLOTY LAN MUSZELKA
BREAD	ROGALE GNIAZDO SMIET EKLER OMLET
GENERAL	NAP TYMBARK JAB
GENERAL	MAKA RYZOWA
VEGETABLES	BRZOSK UFO NEKTAR
ICE_CREAMS_FROZEN	LODY ROZEK JAK DAWNIEJ
DRINK_JUICE	NAP COCA COLA ZERO
DAIRY_CHESSE	JOGOBELLA CLASSIC
DRINK_JUICE	WODA ZYWIEC JABLKO
BEER	PIWO LECH FREE ZWR
SWEETS	ORZECH LASKOWY
SWEETS	MLECZKO DOBOSZ
ICE_CREAMS_FROZEN	WARZYWA PATELNIE WIEJSKI NORDIS
DAIRY_CHESSE	WAFLE SUCHE KOLO
COFFEE TEA	HERBATA MIETA POSTI EXPRES
DRINK_JUICE	NAP TYMBARK POM BRZOSK
DRINK_JUICE	PEPSI COLA
DRINK_JUICE	WODA ZYWIEC GAZ
DAIRY_CHESSE	SMIETANA PIATNICA
KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH	PIWO PERLA CHMIELOWA BUT ZWROT
MEAT	PASZTET DROBIOWY KURKAMI
KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH	FASOLA CZERWONA SLONECZNY OGROD
WINE_ALCOHOL 18%	NAP SPIR SOPLICA WISNIA
DAIRY_CHESSE	GOS MLEKO UHT GOSTYN
KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH	HELLENA GRUSZKA GAZ
DRINK_JUICE	WODA USTRONIANKA MAGNEZEM SPORT
CHEMISTRY	SOL ODPLAMIAJACA
DRINK_JUICE	NAP IZOTONICZNY OSHEE ZERO CYTRYN
TABLETS	ASPIRYN ULTRA SZT
DAIRY_CHESSE	HOCH SER PLASTRY TYLZYCKI
GENERAL_FOOD	NAP BAHAMA ANANAS
VEGETABLES	KOPER ZIELONY OGURKOW
DAIRY_CHESSE	MLEKO ZSIADLE
GENERAL	RUSIECKI KIE BASA DROBIOWA SLOIK
DRINK_JUICE	NAP TYMBARK LEMONIADA MANGO
DAIRY_CHESSE	HOCHL SMIETANKOW TOPIONY
DRINK_JUICE	ORANZADA BUT ZWROTNEJ
ICE_CREAMS_FROZEN	BARSZCZ UKRAINSKI NORDIS
KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH	KAMYKI JUTRZENKA ORZECHOWE
VEGETABLES	POMIDORY KOKTAILOWE KUBEK
DRINK_JUICE	NAP COCA COLA
DAIRY_CHESSE	JOGURT TWIST POZIOM
BREAD	CHLEB RAZOWY
GENERAL	KUBUS MULTIWITAMINA
GROATS_RICE_PASTA	MAKARON POL MLYN SWIDEREK DURUM
PET'S FOOD	KARMA CAT KURCZAK WARZYWA
VODKA_ALCOHOL	NAP SPIR KRAKOWSKA SLIWKA
CIGARETTES	PAP ROTHMANSY RED
BEER	PIWO TYSKIE KLASYCZNE BUT
DAIRY_CHESSE	SER KOZI TUREK
VODKA_ALCOHOL	NAP SPIR CYTRYNOWKA
SOCKS_THIGHTS	PODKOLANOWKI PARY
DRINK_JUICE	NAP TYMBARK MIETA CYTRYNA
DAIRY_CHESSE	BAKOMA SMIETANKA SZT
DAIRY_CHESSE	MAR OPTIMA
BEER	PIWO WARKA RADLER BUT
ART._HYGIENIC	PLYN KAMIEN RDZA
ICE_CREAMS_FROZEN	KLUSKI SLASKIE DZIURK NORDIS
SWEETS	BOMB TOFFI FEE
CIGARETTES	PAP LINK MINT
BEER	PIWO SROGIE LANIE BEZWROT
SWEETS	KREM NUTELLA
BREAD	BULKA MASLANA MALA
